"full_species","frac20","frac40","frac50","frac60","frac70","frac80","frac90","frac95"
"Cercopithecus_roloway",0.970941153919877,0.957945179221775,0.947479394287905,0.929269695227142,0.881272762123826,0.718688901667625,0.28111941728963,0.0311290013417673
"Cheracebus_lucifer",0.96103158373097,0.929107021131561,0.888207225630539,0.797546012269939,0.596796182685753,0.294781489055518,0.0237446034992047,0.000113610543058396
"Cheracebus_lugens",0.962925092781943,0.932136635613118,0.892789517533894,0.807089297886844,0.612019995455578,0.314625463909717,0.0336287207452852,0.000151480724077861
"Cheracebus_regulus",0.965022217158482,0.933956173331814,0.894496980745129,0.80741331510387,0.612509969237781,0.311685845581254,0.0318635828491132,0.000189890243439292
"Cheracebus_torquatus",0.964580559254328,0.934106905078942,0.895149324709911,0.81095681947879,0.620277724938178,0.32410119840213,0.0379684230549743,0.00015217804831653
"Chiropotes_israelita",0.96964414294918,0.944101261985068,0.91332853298973,0.84321825141168,0.667563572971539,0.372797210747717,0.0559366354644332,0.000720051540531322
"Chiropotes_sagulatus",0.969051858024925,0.942687223000871,0.910337512784575,0.837645365354748,0.660403803174363,0.366983597863555,0.0533732338346149,0.000568203341035645
"Chlorocebus_pygerythrus",0.977091633466135,0.966633466135458,0.958627030340178,0.945257431811217,0.914189396261109,0.787657064051486,0.376379098988661,0.0724410052099295
"Colobus_angolensis",0.967536187602643,0.953252110147806,0.940877668716343,0.914792040637055,0.840430813886873,0.596608486422488,0.138448611694611,0.00103120345262193
"Colobus_guereza",0.969512439405472,0.955089940306879,0.943551941028004,0.924161692239894,0.873242257922359,0.705821080886182,0.288810544449341,0.0475942470253596
"Colobus_polykomos",0.967684518629855,0.953840677161617,0.942370065659362,0.922434933945099,0.868048413891306,0.687564274978245,0.258919389288822,0.031840835376948
"Erythrocebus_patas",0.969470309876355,0.958212486643261,0.949053579606167,0.929552740039689,0.873378110212181,0.682682033277362,0.245000763242253,0.0269042894214624
"Eulemur_fulvus",0.935788333591211,0.758858115426273,0.557094228686369,0.326357728609005,0.126063747485688,0.0184125019340863,0.000193408633761411,3.86817267522822e-05
"Hapalemur_alaotrensis",0.94069843216928,0.782497029171618,0.591712347146088,0.362249396251006,0.151416414305976,0.0270249549584084,0.000306666155556407,3.83332694445509e-05
"Hapalemur_meridionalis",0.939720129171152,0.77925572812548,0.588689835460557,0.358642165154544,0.149738582192834,0.026949100415193,0.000307550361371675,3.84437951714593e-05
"Hoolock_hoolock",0.972155379855621,0.958634123983041,0.948321301707345,0.930713112562545,0.893319582903632,0.782972384553684,0.434322600359039,0.105687330506856
"Hylobates_abbotti",0.970445624567075,0.955668436850612,0.945432155776187,0.927230046948357,0.890594935734626,0.778573077811129,0.393673516508889,0.0628415300546448
"Hylobates_agilis",0.969187888969493,0.955480890382192,0.944942919323432,0.926845099461647,0.892023977702264,0.781718911076324,0.409262723836432,0.0755984880302394
"Hylobates_klossii",0.973290352291043,0.959244761685471,0.949305395655845,0.930693069306931,0.895694220584849,0.791004681863535,0.422826003530586,0.0833141453680252
"Hylobates_lar",0.972247706422018,0.958600917431193,0.948050458715596,0.930428134556575,0.893730886850153,0.783409785932722,0.407454128440367,0.0730886850152905
"Hylobates_muelleri",0.970885301094192,0.956653148672431,0.946629428418395,0.928877496365445,0.892723238197261,0.784183946744204,0.411508149055016,0.0780855459484276
"Lagothrix_lagothricha",0.971696976996266,0.944758922477819,0.909831787707254,0.824280380585331,0.645549801276647,0.355413705889438,0.0549600545987394,0.00104379942992493
"Lemur_catta",0.946771545305281,0.802741609072511,0.618313032189087,0.389323761884761,0.170949635343083,0.0341364695100997,0.000534575585169346,3.8183970369239e-05
"Leontocebus_fuscicollis",0.956388183093784,0.922105502673594,0.8811483181008,0.782509765254655,0.579202851833592,0.279494861390269,0.0277598695437825,0.000227539914293299
"Leontocebus_illigeri",0.958751902587519,0.923477929984779,0.880441400304414,0.776407914764079,0.564535768645358,0.258409436834094,0.0187975646879756,7.6103500761035e-05
"Leontocebus_nigricollis",0.959450197989644,0.925106609808102,0.883871459031374,0.784533962838867,0.58330795004569,0.288341455985379,0.0327825159914712,0.000380749314651234
"Leontopithecus_rosalia",0.968413441412642,0.931346805190851,0.882825284469308,0.775811546219127,0.563230201316741,0.267115728583933,0.0252692468698862,0.000152224378734254
"Lophocebus_aterrimus",0.966342991991953,0.955549537699718,0.946729080428643,0.930287438585632,0.88521799682773,0.71801617083833,0.279159735386282,0.0302526209911409
"Macaca_arctoides",0.978044896101926,0.962953132109813,0.947861368117701,0.907363870772031,0.775633247383589,0.575041710905506,0.260617321401486,0.0344683755498256
"Macaca_cyclopis",0.980217606330366,0.966560146085369,0.956174389408811,0.938180019782394,0.895723959522179,0.74975272007913,0.335273529635547,0.0513200943468006
"Macaca_fascicularis",0.97799909118449,0.965199939412299,0.955165101484399,0.936799454710694,0.891131475310512,0.731747955165101,0.288359588003635,0.0230611935777037
"Macaca_fuscata",0.981408815573927,0.967808297458951,0.957636481389767,0.937902396281763,0.889367213989104,0.725056192616862,0.275667644481695,0.0187816678730618
"Macaca_leonina",0.977567260325881,0.96525198938992,0.955475558923835,0.937627889352027,0.896551724137931,0.757635467980296,0.357180750284199,0.0633194391815081
"Macaca_maura",0.977860638545794,0.965198477433388,0.95626505088169,0.939058494523421,0.900994329216189,0.772508350811777,0.383593567932883,0.0820321603355861
"Macaca_mulatta",0.978967712596635,0.96668940427467,0.957594361073215,0.940692739123844,0.904881006518114,0.780051538578142,0.397567075943611,0.0910262240412309
"Macaca_nigra",0.980596560645259,0.968003348044438,0.958644042002739,0.941409222340587,0.903401308781007,0.775795160553949,0.395221427484401,0.0980063917211992
"Macaca_radiata",0.978465271458902,0.965878070973612,0.955868971792539,0.938694267515924,0.898127085228996,0.761828935395814,0.36946466484683,0.0755232029117379
"Macaca_siberu",0.980636020151133,0.967254408060453,0.957060768261965,0.938090365239295,0.893419395465995,0.750983942065491,0.366262594458438,0.0839105793450882
"Macaca_silenus",0.977969058091916,0.965607462460185,0.955293493098741,0.937736993781283,0.89492643713029,0.754436523585621,0.358827544365236,0.0705293493098741
"Macaca_thibetana",0.982092401680031,0.968041237113402,0.956891943489882,0.935242458953799,0.874761359297442,0.695990836197022,0.265979381443299,0.0286750668193967
"Macaca_tonkeana",0.979380255730907,0.967016088776255,0.957493376339131,0.940675037438083,0.902814575893714,0.772837230733786,0.388165725914833,0.0909649425949391
"Mandrillus_leucophaeus",0.970061491160646,0.958339738662567,0.948385857033051,0.923789392774789,0.842121445042275,0.601537279016141,0.164604150653344,0.0123750960799385
"Mandrillus_sphinx",0.967720736044534,0.956741920519561,0.949087675892995,0.934629658265038,0.897286222359672,0.755025514148755,0.339106231637544,0.0576774393072522
"Mico_argentatus",0.971201212580523,0.93956043956044,0.902197802197802,0.815536187949981,0.624554755589238,0.326942023493748,0.0403183023872679,0.000227358848048503
"Mico_humeralifer",0.971884959781454,0.940810441645166,0.905448474730612,0.820913643952041,0.633442100470481,0.336318105934133,0.0473137046592806,0.000455304295037183
"Microcebus_murinus",0.944808810790744,0.781875180464464,0.579589984737862,0.339644433444706,0.13203811409479,0.0197995297611682,0.000206245101678835,4.1249020335767e-05
"Miopithecus_ogouensis",0.9744804400978,0.962064486552567,0.95140586797066,0.933756112469438,0.883519254278729,0.714012836185819,0.260773227383863,0.0194834963325183
"Nomascus_annamensis",0.97339551240396,0.960513741829441,0.951569129620427,0.936661442605405,0.90654026986736,0.816903023584725,0.468712969687703,0.100493100416651
"Nomascus_concolor",0.972413529231711,0.959098561371289,0.949227119681665,0.93185644322008,0.889577594123049,0.748086929905112,0.267026323844506,0.00807315580042853
"Nomascus_gabriellae",0.973778900627775,0.961682743837085,0.95276374215281,0.938753636502833,0.909661613841678,0.825907211759302,0.501799111927729,0.143163374674629
"Nomascus_siki",0.973964133481817,0.961829422833224,0.952536384931454,0.938635229061864,0.909796090779924,0.825006720172036,0.493798241234976,0.124035175300488
"Pithecia_albicans",0.973943100239298,0.950507083982224,0.923500588749193,0.862346640331219,0.703878147908991,0.417404185816842,0.0795001329433661,0.00205112622023018
"Pithecia_chrysocephala",0.972577696526508,0.949116392443632,0.923636502132846,0.864297684338818,0.712903717245582,0.42794028031688,0.0863040828762949,0.00258988421694089
"Pithecia_hirsuta",0.972363333080597,0.947039199332777,0.918795966335583,0.857760254757753,0.701379937826977,0.416786716202896,0.0802941845477292,0.00238835393130639
"Pithecia_mittermeieri",0.975797537828258,0.952395472043298,0.92506765255174,0.863284674314899,0.701452147730305,0.411479971033274,0.0728741853108206,0.00121965163700118
"Pithecia_pissinattii",0.971291141158202,0.947354467295383,0.919365223648828,0.855130098852403,0.688785365299398,0.397341211225997,0.0636291330530622,0.000984736582964057
"Pithecia_vanzolinii",0.973280121626758,0.949904979095401,0.922690992018244,0.859103002660585,0.69521094640821,0.407753705815279,0.0744583808437856,0.00190041809198024
"Plecturocebus_brunneus",0.963193207232478,0.93048026989121,0.887873848603161,0.792994958492855,0.591789545506236,0.290777453470301,0.0246010386262841,0.000113718206284826
"Plecturocebus_caligatus",0.962460699268912,0.930565551725444,0.889238228720785,0.798363574377817,0.598848441228834,0.298003712261828,0.0266297965832039,7.57604454714194e-05
"Plecturocebus_cupreus",0.962840909090909,0.93094696969697,0.890189393939394,0.80155303030303,0.606439393939394,0.307613636363636,0.0308333333333333,0.000113636363636364
"Plecturocebus_dubius",0.962613636363636,0.929962121212121,0.888636363636364,0.796742424242424,0.595416666666667,0.292310606060606,0.0247348484848485,3.78787878787879e-05
"Plecturocebus_grovesi",0.967857825339194,0.936480030575196,0.896999808905026,0.809975157653354,0.616281291802026,0.318517103000191,0.0363844830880948,0.000152875979361743
"Plecturocebus_hoffmannsi",0.964769750578945,0.932690482517748,0.892259215671387,0.804145628487909,0.612922819938499,0.316882426635283,0.037052503701454,0.000189818154208268
"Plecturocebus_miltoni",0.965443831971108,0.933624786162327,0.893024139897358,0.803839574225432,0.608895647215358,0.31039726287778,0.0322372172590762,3.80155863904201e-05
"Plecturocebus_moloch",0.967241247807185,0.935474029440928,0.893944016474716,0.804133933338418,0.607238196933872,0.307909389062619,0.0335977423537488,0.000266951414842499
"Pongo_abelii",0.981744498731205,0.968715676248911,0.956557966897701,0.933681778585767,0.894974055978487,0.811574442298224,0.51210089762527,0.14812710676817
"Pongo_pygmaeus",0.979539740862502,0.967511119706053,0.95635273641462,0.938483852252949,0.908238251788822,0.839141365306517,0.591452330303616,0.299303809707987
"Prolemur_simus",0.941392513870438,0.786903180432914,0.598108931780886,0.369422520903337,0.156833632882707,0.0292255997499414,0.00035164491677737,3.90716574197077e-05
"Rhinopithecus_roxellana",0.982636631353501,0.97185145523387,0.963858186407618,0.947986384671282,0.912035797605844,0.793666577427621,0.41385244961181,0.112823650896852
"Saguinus_bicolor",0.964365079365079,0.931785714285714,0.89531746031746,0.805238095238095,0.606587301587302,0.305595238095238,0.035952380952381,0.000317460317460317
"Saguinus_imperator",0.95962140294634,0.924967559728265,0.882146401038089,0.777879551179299,0.564460728188688,0.258529883215022,0.0179757270437371,3.81650255705671e-05
"Saguinus_labiatus",0.957803182802233,0.923506399787307,0.883018724600251,0.78487599225189,0.581488092977325,0.27881803334726,0.026586653499943,0.000113942800714042
"Saguinus_midas",0.957690412101452,0.922584069454449,0.880464040641468,0.78443340789324,0.588050195245858,0.291238579065095,0.0311256018500967,0.00026538271979376
"Saguinus_mystax",0.961166176242837,0.92724949667028,0.885976459656187,0.788059470342264,0.584481957565433,0.284110267926282,0.0301610655102989,0.000154870682979712
"Saguinus_oedipus",0.958457547717682,0.925935963451934,0.88795539897015,0.794533276549615,0.595841883154594,0.301444113206086,0.0356575941770878,0.000425877889194316
"Saimiri_cassiquiarensis",0.956079413886042,0.908438674410659,0.838477014766731,0.692745700945223,0.454693846562654,0.17674524541624,0.0102114413696238,7.59214971719242e-05
"Saimiri_macrodon",0.95537748746772,0.906007899134133,0.836966428679933,0.691819838979189,0.455719276925414,0.179553395108613,0.0108992860397995,7.59532128209023e-05
"Saimiri_ustus",0.954828187817644,0.906242888568611,0.832739133732838,0.683645604187211,0.445194568762801,0.172912083744216,0.0103163164681787,3.79276340741865e-05
"Sapajus_apella",0.969363767346629,0.946045347690908,0.915105786001365,0.838287707590809,0.661977705315841,0.365701069234853,0.0541821490862213,0.000720406460908471
"Sapajus_macrocephalus",0.96755814864124,0.94187093742658,0.907255854021458,0.821070561516172,0.632860834834365,0.335421724488997,0.0476348970162111,0.000802725350458141
"Semnopithecus_hypoleucos",0.974571775049265,0.960057601940276,0.948878278005154,0.927277550401698,0.868614521752312,0.699863574351978,0.28456116416553,0.039449749886312
"Semnopithecus_johnii",0.974872086412734,0.960735266249763,0.949630471859011,0.928065188554103,0.872162213378814,0.706234602994125,0.284404017434148,0.0346408944476028
"Semnopithecus_priam",0.97759519190536,0.963140477005592,0.952337479554186,0.930236981246909,0.874738483776484,0.710981779451482,0.280041081821294,0.0274259195861387
"Semnopithecus_schistaceus",0.978036175710594,0.962912296701626,0.950524395804834,0.924418604651163,0.854803161574707,0.670656634746922,0.249164006687946,0.0274357805137559
"Semnopithecus_vetulus",0.974804879896946,0.960369781010836,0.948245813442449,0.925854360839585,0.865954383572024,0.690232628627718,0.265249677957111,0.0271652648329166
"Trachypithecus_germaini",0.976880148817433,0.962681750882654,0.950305607228275,0.927413537830758,0.869746782582286,0.697050225883604,0.264530579704643,0.0258152689723245
"Trachypithecus_hatinhensis",0.976360595925813,0.961006384919428,0.949262693827911,0.92550927333536,0.861356035269079,0.672810884767406,0.217353298875038,0.010717543326239
"Trachypithecus_laotum",0.976889159191121,0.962178804926258,0.95077542952714,0.929375095028128,0.871369925497947,0.704006385890223,0.281321271096244,0.0359586437585525
"Trachypithecus_leucocephalus",0.979171426395553,0.96249333637956,0.949089939837027,0.917333028710685,0.829297083238139,0.584761251999086,0.145457314751352,0.00658746477800624
"Trachypithecus_phayrei",0.978280961182994,0.964071164510166,0.9525955021565,0.930414356130622,0.875654651879236,0.714071164510166,0.300947319778189,0.0462877387553913
"Trachypithecus_pileatus",0.976568173999465,0.957264630556936,0.936661442605405,0.900462520545851,0.827414854172241,0.65353006383548,0.264248308550896,0.0434616413745652
"Varecia_variegata",0.937051184110008,0.749847211611917,0.546218487394958,0.319786096256684,0.124446142093201,0.0183728036669213,0.000190985485103132,3.81970970206264e-05
